<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SPFB.Si-3.19,5,20190117,183500,67168.0000000,67175.0000000,67141.0000000,67170.0000000,8924
SPFB.Si-3.19,5,20190117,184000,67168.0000000,67275.0000000,67163.0000000,67275.0000000,19965
SPFB.Si-3.19,5,20190117,184500,67273.0000000,67281.0000000,67220.0000000,67226.0000000,24841
SPFB.Si-3.19,5,20190117,191000,67216.0000000,67216.0000000,67116.0000000,67136.0000000,28992
SPFB.Si-3.19,5,20190117,191500,67136.0000000,67150.0000000,67076.0000000,67080.0000000,11227
SPFB.Si-3.19,5,20190117,192000,67081.0000000,67084.0000000,67025.0000000,67057.0000000,17605
SPFB.Si-3.19,5,20190117,192500,67057.0000000,67068.0000000,67027.0000000,67045.0000000,7919
SPFB.Si-3.19,5,20190117,193000,67045.0000000,67069.0000000,67034.0000000,67069.0000000,4273
SPFB.Si-3.19,5,20190117,193500,67069.0000000,67085.0000000,67030.0000000,67038.0000000,8363
SPFB.Si-3.19,5,20190117,194000,67035.0000000,67042.0000000,67013.0000000,67031.0000000,9304
SPFB.Si-3.19,5,20190117,194500,67030.0000000,67051.0000000,67020.0000000,67023.0000000,3816
SPFB.Si-3.19,5,20190117,195000,67024.0000000,67028.0000000,66991.0000000,67016.0000000,15503
SPFB.Si-3.19,5,20190117,195500,67015.0000000,67037.0000000,67013.0000000,67025.0000000,3177
SPFB.Si-3.19,5,20190117,200000,67025.0000000,67028.0000000,66976.0000000,66985.0000000,10873
SPFB.Si-3.19,5,20190117,200500,66984.0000000,66990.0000000,66960.0000000,66989.0000000,6309
SPFB.Si-3.19,5,20190117,201000,66986.0000000,66989.0000000,66925.0000000,66933.0000000,8324
SPFB.Si-3.19,5,20190117,201500,66933.0000000,66971.0000000,66910.0000000,66935.0000000,9351
SPFB.Si-3.19,5,20190117,202000,66935.0000000,66959.0000000,66910.0000000,66952.0000000,5139
SPFB.Si-3.19,5,20190117,202500,66952.0000000,66967.0000000,66943.0000000,66967.0000000,4299
SPFB.Si-3.19,5,20190117,203000,66967.0000000,66974.0000000,66950.0000000,66963.0000000,4403
SPFB.Si-3.19,5,20190117,203500,66957.0000000,66964.0000000,66946.0000000,66960.0000000,1216
SPFB.Si-3.19,5,20190117,204000,66958.0000000,66990.0000000,66940.0000000,66941.0000000,10862
SPFB.Si-3.19,5,20190117,204500,66941.0000000,66978.0000000,66940.0000000,66973.0000000,2743
SPFB.Si-3.19,5,20190117,205000,66971.0000000,66977.0000000,66945.0000000,66974.0000000,3328
SPFB.Si-3.19,5,20190117,205500,66974.0000000,66977.0000000,66965.0000000,66974.0000000,1393
SPFB.Si-3.19,5,20190117,210000,66975.0000000,67009.0000000,66975.0000000,66989.0000000,4225
SPFB.Si-3.19,5,20190117,210500,66987.0000000,66989.0000000,66950.0000000,66952.0000000,7982
SPFB.Si-3.19,5,20190117,211000,66956.0000000,66963.0000000,66938.0000000,66944.0000000,4620
SPFB.Si-3.19,5,20190117,211500,66946.0000000,66956.0000000,66942.0000000,66948.0000000,944
SPFB.Si-3.19,5,20190117,212000,66947.0000000,66969.0000000,66942.0000000,66969.0000000,1513
SPFB.Si-3.19,5,20190117,212500,66965.0000000,66967.0000000,66925.0000000,66957.0000000,3569
SPFB.Si-3.19,5,20190117,213000,66955.0000000,66955.0000000,66925.0000000,66951.0000000,2279
SPFB.Si-3.19,5,20190117,213500,66951.0000000,66960.0000000,66918.0000000,66925.0000000,4158
SPFB.Si-3.19,5,20190117,214000,66927.0000000,66928.0000000,66897.0000000,66898.0000000,8588
SPFB.Si-3.19,5,20190117,214500,66897.0000000,66921.0000000,66895.0000000,66909.0000000,6065
SPFB.Si-3.19,5,20190117,215000,66911.0000000,66913.0000000,66873.0000000,66908.0000000,9150
SPFB.Si-3.19,5,20190117,215500,66912.0000000,66933.0000000,66904.0000000,66925.0000000,2834
SPFB.Si-3.19,5,20190117,220000,66927.0000000,66945.0000000,66927.0000000,66940.0000000,2204
SPFB.Si-3.19,5,20190117,220500,66941.0000000,66956.0000000,66941.0000000,66948.0000000,4108
SPFB.Si-3.19,5,20190117,221000,66950.0000000,66958.0000000,66933.0000000,66946.0000000,1611
SPFB.Si-3.19,5,20190117,221500,66946.0000000,66960.0000000,66934.0000000,66958.0000000,1291
SPFB.Si-3.19,5,20190117,222000,66959.0000000,66963.0000000,66936.0000000,66953.0000000,2154
SPFB.Si-3.19,5,20190117,222500,66950.0000000,66965.0000000,66950.0000000,66951.0000000,1470
SPFB.Si-3.19,5,20190117,223000,66953.0000000,66992.0000000,66952.0000000,66986.0000000,3202
SPFB.Si-3.19,5,20190117,223500,66983.0000000,66988.0000000,66961.0000000,66986.0000000,3132
SPFB.Si-3.19,5,20190117,224000,66983.0000000,66999.0000000,66949.0000000,66953.0000000,4380
SPFB.Si-3.19,5,20190117,224500,66954.0000000,66956.0000000,66872.0000000,66889.0000000,19907
SPFB.Si-3.19,5,20190117,225000,66884.0000000,66893.0000000,66830.0000000,66838.0000000,12388
SPFB.Si-3.19,5,20190117,225500,66837.0000000,66876.0000000,66829.0000000,66865.0000000,10502
SPFB.Si-3.19,5,20190117,230000,66865.0000000,66935.0000000,66861.0000000,66924.0000000,8856
SPFB.Si-3.19,5,20190117,230500,66922.0000000,66956.0000000,66920.0000000,66945.0000000,5017
SPFB.Si-3.19,5,20190117,231000,66948.0000000,66954.0000000,66898.0000000,66927.0000000,4518
SPFB.Si-3.19,5,20190117,231500,66927.0000000,66946.0000000,66926.0000000,66935.0000000,1764
SPFB.Si-3.19,5,20190117,232000,66937.0000000,66940.0000000,66924.0000000,66924.0000000,1453
SPFB.Si-3.19,5,20190117,232500,66924.0000000,66948.0000000,66924.0000000,66943.0000000,1523
SPFB.Si-3.19,5,20190117,233000,66943.0000000,66945.0000000,66928.0000000,66932.0000000,850
SPFB.Si-3.19,5,20190117,233500,66929.0000000,66938.0000000,66919.0000000,66932.0000000,1855
SPFB.Si-3.19,5,20190117,234000,66930.0000000,66946.0000000,66930.0000000,66944.0000000,759
SPFB.Si-3.19,5,20190117,234500,66945.0000000,66950.0000000,66926.0000000,66942.0000000,1337
SPFB.Si-3.19,5,20190117,235000,66942.0000000,66956.0000000,66919.0000000,66955.0000000,2895


