<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SPFB.Eu-3.19,5,20190117,183000,76901.0000000,76907.0000000,76881.0000000,76884.0000000,112
SPFB.Eu-3.19,5,20190117,183500,76879.0000000,76879.0000000,76830.0000000,76865.0000000,243
SPFB.Eu-3.19,5,20190117,184000,76856.0000000,76893.0000000,76849.0000000,76893.0000000,65
SPFB.Eu-3.19,5,20190117,184500,76898.0000000,76899.0000000,76820.0000000,76832.0000000,329
SPFB.Eu-3.19,5,20190117,191000,76813.0000000,76831.0000000,76766.0000000,76769.0000000,392
SPFB.Eu-3.19,5,20190117,191500,76771.0000000,76787.0000000,76706.0000000,76715.0000000,228
SPFB.Eu-3.19,5,20190117,192000,76714.0000000,76726.0000000,76674.0000000,76710.0000000,655
SPFB.Eu-3.19,5,20190117,192500,76715.0000000,76766.0000000,76701.0000000,76731.0000000,394
SPFB.Eu-3.19,5,20190117,193000,76721.0000000,76731.0000000,76706.0000000,76730.0000000,101
SPFB.Eu-3.19,5,20190117,193500,76741.0000000,76741.0000000,76701.0000000,76706.0000000,110
SPFB.Eu-3.19,5,20190117,194000,76701.0000000,76701.0000000,76675.0000000,76687.0000000,217
SPFB.Eu-3.19,5,20190117,194500,76684.0000000,76704.0000000,76670.0000000,76671.0000000,79
SPFB.Eu-3.19,5,20190117,195000,76664.0000000,76664.0000000,76632.0000000,76661.0000000,376
SPFB.Eu-3.19,5,20190117,195500,76663.0000000,76672.0000000,76659.0000000,76663.0000000,35
SPFB.Eu-3.19,5,20190117,200000,76660.0000000,76660.0000000,76605.0000000,76637.0000000,403
SPFB.Eu-3.19,5,20190117,200500,76630.0000000,76650.0000000,76618.0000000,76644.0000000,95
SPFB.Eu-3.19,5,20190117,201000,76641.0000000,76650.0000000,76590.0000000,76603.0000000,228
SPFB.Eu-3.19,5,20190117,201500,76596.0000000,76628.0000000,76563.0000000,76578.0000000,242
SPFB.Eu-3.19,5,20190117,202000,76570.0000000,76583.0000000,76548.0000000,76582.0000000,414
SPFB.Eu-3.19,5,20190117,202500,76583.0000000,76604.0000000,76583.0000000,76604.0000000,58
SPFB.Eu-3.19,5,20190117,203000,76604.0000000,76619.0000000,76583.0000000,76597.0000000,568
SPFB.Eu-3.19,5,20190117,203500,76595.0000000,76601.0000000,76589.0000000,76596.0000000,64
SPFB.Eu-3.19,5,20190117,204000,76618.0000000,76625.0000000,76600.0000000,76602.0000000,614
SPFB.Eu-3.19,5,20190117,204500,76600.0000000,76630.0000000,76600.0000000,76625.0000000,263
SPFB.Eu-3.19,5,20190117,205000,76620.0000000,76629.0000000,76601.0000000,76625.0000000,305
SPFB.Eu-3.19,5,20190117,205500,76609.0000000,76620.0000000,76609.0000000,76614.0000000,13
SPFB.Eu-3.19,5,20190117,210000,76618.0000000,76659.0000000,76618.0000000,76646.0000000,111
SPFB.Eu-3.19,5,20190117,210500,76642.0000000,76642.0000000,76611.0000000,76622.0000000,93
SPFB.Eu-3.19,5,20190117,211000,76646.0000000,76646.0000000,76619.0000000,76627.0000000,47
SPFB.Eu-3.19,5,20190117,211500,76634.0000000,76643.0000000,76634.0000000,76642.0000000,26
SPFB.Eu-3.19,5,20190117,212000,76643.0000000,76661.0000000,76643.0000000,76660.0000000,30
SPFB.Eu-3.19,5,20190117,212500,76660.0000000,76660.0000000,76600.0000000,76619.0000000,118
SPFB.Eu-3.19,5,20190117,213000,76611.0000000,76611.0000000,76600.0000000,76611.0000000,713
SPFB.Eu-3.19,5,20190117,213500,76611.0000000,76615.0000000,76571.0000000,76578.0000000,949
SPFB.Eu-3.19,5,20190117,214000,76571.0000000,76572.0000000,76551.0000000,76551.0000000,99
SPFB.Eu-3.19,5,20190117,214500,76553.0000000,76568.0000000,76536.0000000,76567.0000000,557
SPFB.Eu-3.19,5,20190117,215000,76562.0000000,76562.0000000,76526.0000000,76548.0000000,554
SPFB.Eu-3.19,5,20190117,215500,76536.0000000,76569.0000000,76536.0000000,76569.0000000,210
SPFB.Eu-3.19,5,20190117,220000,76568.0000000,76573.0000000,76550.0000000,76552.0000000,53
SPFB.Eu-3.19,5,20190117,220500,76567.0000000,76570.0000000,76540.0000000,76569.0000000,364
SPFB.Eu-3.19,5,20190117,221000,76566.0000000,76577.0000000,76566.0000000,76571.0000000,17
SPFB.Eu-3.19,5,20190117,221500,76575.0000000,76580.0000000,76567.0000000,76577.0000000,51
SPFB.Eu-3.19,5,20190117,222000,76577.0000000,76595.0000000,76576.0000000,76593.0000000,64
SPFB.Eu-3.19,5,20190117,222500,76595.0000000,76601.0000000,76595.0000000,76601.0000000,35
SPFB.Eu-3.19,5,20190117,223000,76605.0000000,76654.0000000,76604.0000000,76640.0000000,382
SPFB.Eu-3.19,5,20190117,223500,76632.0000000,76634.0000000,76625.0000000,76631.0000000,33
SPFB.Eu-3.19,5,20190117,224000,76633.0000000,76640.0000000,76615.0000000,76616.0000000,32
SPFB.Eu-3.19,5,20190117,224500,76610.0000000,76616.0000000,76571.0000000,76580.0000000,427
SPFB.Eu-3.19,5,20190117,225000,76570.0000000,76572.0000000,76531.0000000,76551.0000000,784
SPFB.Eu-3.19,5,20190117,225500,76544.0000000,76580.0000000,76521.0000000,76547.0000000,296
SPFB.Eu-3.19,5,20190117,230000,76553.0000000,76615.0000000,76550.0000000,76589.0000000,389
SPFB.Eu-3.19,5,20190117,230500,76599.0000000,76624.0000000,76599.0000000,76621.0000000,33
SPFB.Eu-3.19,5,20190117,231000,76621.0000000,76628.0000000,76582.0000000,76604.0000000,167
SPFB.Eu-3.19,5,20190117,231500,76589.0000000,76589.0000000,76585.0000000,76585.0000000,9
SPFB.Eu-3.19,5,20190117,232000,76600.0000000,76600.0000000,76587.0000000,76587.0000000,7
SPFB.Eu-3.19,5,20190117,232500,76601.0000000,76607.0000000,76601.0000000,76607.0000000,112
SPFB.Eu-3.19,5,20190117,233000,76593.0000000,76594.0000000,76593.0000000,76594.0000000,4
SPFB.Eu-3.19,5,20190117,233500,76595.0000000,76615.0000000,76595.0000000,76610.0000000,223
SPFB.Eu-3.19,5,20190117,234000,76609.0000000,76616.0000000,76609.0000000,76615.0000000,151
SPFB.Eu-3.19,5,20190117,234500,76614.0000000,76619.0000000,76607.0000000,76610.0000000,60
SPFB.Eu-3.19,5,20190117,235000,76610.0000000,76620.0000000,76610.0000000,76620.0000000,102

