<TICKER>	<PER>	<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<VOL>	<INDEX>
SPFB.Si-6.18	5	20180428	104000	62353	62372	62350	62358	2954	11976
SPFB.Si-6.18	5	20180428	104500	62359	62366	62348	62355	4339	11977
SPFB.Si-6.18	5	20180428	105000	62352	62388	62339	62362	4142	11978
SPFB.Si-6.18	5	20180428	105500	62362	62373	62360	62363	1302	11979
SPFB.Si-6.18	5	20180428	110000	62363	62389	62348	62371	2236	11980
SPFB.Si-6.18	5	20180428	110500	62371	62386	62370	62384	4474	11981
SPFB.Si-6.18	5	20180428	111000	62381	62387	62356	62370	4352	11982
SPFB.Si-6.18	5	20180428	111500	62368	62386	62351	62376	2567	11983
SPFB.Si-6.18	5	20180428	112000	62370	62383	62341	62369	2552	11984
SPFB.Si-6.18	5	20180428	112500	62369	62381	62349	62370	5128	11985
SPFB.Si-6.18	5	20180428	113000	62370	62378	62345	62347	10906	11986
SPFB.Si-6.18	5	20180428	113500	62350	62360	62343	62347	14665	11987
SPFB.Si-6.18	5	20180428	114000	62347	62349	62334	62343	14672	11988
SPFB.Si-6.18	5	20180428	114500	62342	62350	62335	62349	11624	11989
SPFB.Si-6.18	5	20180428	115000	62348	62350	62342	62343	537	11990
SPFB.Si-6.18	5	20180428	115500	62348	62358	62343	62354	1297	11991
SPFB.Si-6.18	5	20180428	120000	62354	62361	62344	62346	2310	11992
SPFB.Si-6.18	5	20180428	120500	62346	62358	62343	62346	1028	11993
SPFB.Si-6.18	5	20180428	121000	62346	62368	62346	62361	741	11994
SPFB.Si-6.18	5	20180428	121500	62360	62363	62350	62351	1068	11995
SPFB.Si-6.18	5	20180428	122000	62350	62359	62350	62359	503	11996
SPFB.Si-6.18	5	20180428	122500	62357	62361	62349	62354	1073	11997
SPFB.Si-6.18	5	20180428	123000	62351	62359	62350	62355	200	11998
SPFB.Si-6.18	5	20180428	123500	62359	62363	62352	62362	430	11999
SPFB.Si-6.18	5	20180428	124000	62361	62403	62359	62390	4199	12000
SPFB.Si-6.18	5	20180428	124500	62391	62404	62374	62379	1688	12001
SPFB.Si-6.18	5	20180428	125000	62378	62401	62368	62390	1944	12002
SPFB.Si-6.18	5	20180428	125500	62396	62401	62380	62386	1273	12003
SPFB.Si-6.18	5	20180428	130000	62385	62398	62383	62393	3043	12004
SPFB.Si-6.18	5	20180428	130500	62397	62398	62389	62395	1546	12005
SPFB.Si-6.18	5	20180428	131000	62395	62409	62382	62386	3352	12006
SPFB.Si-6.18	5	20180428	131500	62388	62394	62381	62394	623	12007
SPFB.Si-6.18	5	20180428	132000	62390	62410	62389	62410	2426	12008
SPFB.Si-6.18	5	20180428	132500	62406	62454	62404	62424	4479	12009
SPFB.Si-6.18	5	20180428	133000	62421	62430	62407	62428	2355	12010
SPFB.Si-6.18	5	20180428	133500	62424	62428	62408	62411	1636	12011
SPFB.Si-6.18	5	20180428	134000	62409	62450	62405	62447	2194	12012
SPFB.Si-6.18	5	20180428	134500	62443	62462	62439	62461	2361	12013
SPFB.Si-6.18	5	20180428	135000	62458	62481	62436	62462	6109	12014
SPFB.Si-6.18	5	20180428	135500	62459	62467	62443	62446	1845	12015
SPFB.Si-6.18	5	20180428	140000	62446	62472	62446	62468	1203	12016
SPFB.Si-6.18	5	20180428	141000	62470	62507	62469	62497	4996	12017
SPFB.Si-6.18	5	20180428	141500	62497	62512	62489	62498	3459	12018
SPFB.Si-6.18	5	20180428	142000	62498	62512	62492	62512	2275	12019
SPFB.Si-6.18	5	20180428	142500	62512	62556	62509	62546	8741	12020
SPFB.Si-6.18	5	20180428	143000	62545	62570	62545	62555	5441	12021
SPFB.Si-6.18	5	20180428	143500	62558	62566	62544	62547	2075	12022
SPFB.Si-6.18	5	20180428	144000	62546	62558	62531	62544	2634	12023
SPFB.Si-6.18	5	20180428	144500	62544	62554	62538	62543	819	12024
SPFB.Si-6.18	5	20180428	145000	62543	62550	62531	62547	1634	12025
SPFB.Si-6.18	5	20180428	145500	62547	62597	62547	62590	5420	12026
SPFB.Si-6.18	5	20180428	150000	62591	62638	62591	62638	9912	12027
SPFB.Si-6.18	5	20180428	150500	62634	62665	62629	62635	10337	12028
SPFB.Si-6.18	5	20180428	151000	62641	62650	62624	62626	3720	12029
SPFB.Si-6.18	5	20180428	151500	62630	62633	62611	62613	2398	12030
SPFB.Si-6.18	5	20180428	152000	62617	62625	62586	62589	4890	12031
SPFB.Si-6.18	5	20180428	152500	62589	62590	62547	62561	5200	12032
SPFB.Si-6.18	5	20180428	153000	62562	62572	62550	62570	1345	12033
SPFB.Si-6.18	5	20180428	153500	62570	62590	62562	62583	2082	12034
SPFB.Si-6.18	5	20180428	154000	62583	62590	62554	62573	3109	12035
SPFB.Si-6.18	5	20180428	154500	62573	62573	62563	62570	1366	12036
SPFB.Si-6.18	5	20180428	155000	62570	62583	62569	62570	985	12037
SPFB.Si-6.18	5	20180428	155500	62570	62573	62559	62569	1629	12038
SPFB.Si-6.18	5	20180428	160000	62570	62572	62561	62572	511	12039
SPFB.Si-6.18	5	20180428	160500	62572	62573	62564	62572	2051	12040
SPFB.Si-6.18	5	20180428	161000	62572	62577	62569	62569	758	12041
SPFB.Si-6.18	5	20180428	161500	62569	62572	62532	62533	3641	12042
SPFB.Si-6.18	5	20180428	162000	62533	62556	62501	62501	5782	12043
SPFB.Si-6.18	5	20180428	162500	62500	62521	62500	62514	2211	12044
SPFB.Si-6.18	5	20180428	163000	62517	62520	62510	62519	1237	12045
SPFB.Si-6.18	5	20180428	163500	62519	62524	62491	62498	3603	12046
SPFB.Si-6.18	5	20180428	164000	62492	62520	62487	62507	3308	12047
SPFB.Si-6.18	5	20180428	164500	62508	62513	62499	62507	1547	12048
SPFB.Si-6.18	5	20180428	165000	62507	62524	62499	62522	2470	12049
SPFB.Si-6.18	5	20180428	165500	62522	62560	62502	62507	4652	12050
SPFB.Si-6.18	5	20180428	170000	62508	62526	62472	62475	8261	12051
SPFB.Si-6.18	5	20180428	170500	62475	62496	62436	62455	8259	12052
SPFB.Si-6.18	5	20180428	171000	62455	62480	62446	62473	1419	12053
SPFB.Si-6.18	5	20180428	171500	62477	62500	62462	62492	2394	12054
SPFB.Si-6.18	5	20180428	172000	62492	62549	62491	62538	3612	12055
SPFB.Si-6.18	5	20180428	172500	62542	62590	62538	62580	3296	12056
SPFB.Si-6.18	5	20180428	173000	62578	62590	62572	62582	1466	12057
SPFB.Si-6.18	5	20180428	173500	62582	62607	62582	62606	2380	12058
SPFB.Si-6.18	5	20180428	174000	62604	62608	62579	62579	3547	12059
SPFB.Si-6.18	5	20180428	174500	62582	62595	62577	62592	987	12060
SPFB.Si-6.18	5	20180428	175000	62592	62605	62589	62603	3929	12061
SPFB.Si-6.18	5	20180428	175500	62598	62605	62588	62595	949	12062
SPFB.Si-6.18	5	20180428	180000	62597	62597	62562	62568	2182	12063
SPFB.Si-6.18	5	20180428	180500	62569	62579	62550	62552	1021	12064
SPFB.Si-6.18	5	20180428	181000	62552	62557	62524	62542	1528	12065
SPFB.Si-6.18	5	20180428	181500	62542	62545	62530	62532	524	12066
SPFB.Si-6.18	5	20180428	182000	62532	62553	62530	62553	861	12067
SPFB.Si-6.18	5	20180428	182500	62553	62557	62510	62526	2134	12068
SPFB.Si-6.18	5	20180428	183000	62523	62530	62520	62521	1017	12069
SPFB.Si-6.18	5	20180428	183500	62521	62560	62520	62558	1256	12070
SPFB.Si-6.18	5	20180428	184000	62558	62603	62558	62591	5753	12071
SPFB.Si-6.18	5	20180428	184500	62593	62604	62591	62591	2177	12072
SPFB.Si-6.18	5	20180428	190500	62588	62588	62526	62572	1071	12073
SPFB.Si-6.18	5	20180428	191000	62569	62584	62569	62574	291	12074
SPFB.Si-6.18	5	20180428	191500	62573	62580	62560	62579	387	12075
SPFB.Si-6.18	5	20180428	192000	62580	62621	62577	62608	2607	12076
SPFB.Si-6.18	5	20180428	192500	62608	62613	62595	62605	509	12077
SPFB.Si-6.18	5	20180428	193000	62601	62601	62582	62594	401	12078
SPFB.Si-6.18	5	20180428	193500	62594	62602	62588	62600	301	12079
SPFB.Si-6.18	5	20180428	194000	62602	62605	62591	62598	291	12080
SPFB.Si-6.18	5	20180428	194500	62599	62604	62588	62600	404	12081
SPFB.Si-6.18	5	20180428	195000	62596	62605	62596	62602	69	12082
SPFB.Si-6.18	5	20180428	195500	62602	62603	62590	62590	177	12083
SPFB.Si-6.18	5	20180428	200000	62595	62626	62592	62614	1336	12084
SPFB.Si-6.18	5	20180428	200500	62614	62622	62609	62613	615	12085
SPFB.Si-6.18	5	20180428	201000	62613	62613	62604	62610	348	12086
SPFB.Si-6.18	5	20180428	201500	62610	62610	62609	62609	64	12087
SPFB.Si-6.18	5	20180428	202000	62610	62610	62593	62607	479	12088
SPFB.Si-6.18	5	20180428	202500	62609	62610	62599	62606	66	12089
SPFB.Si-6.18	5	20180428	203000	62607	62626	62580	62587	2162	12090
SPFB.Si-6.18	5	20180428	203500	62590	62591	62582	62584	214	12091
SPFB.Si-6.18	5	20180428	204000	62584	62592	62580	62592	255	12092
SPFB.Si-6.18	5	20180428	204500	62592	62624	62563	62591	2793	12093
SPFB.Si-6.18	5	20180428	205000	62591	62625	62565	62589	1993	12094
SPFB.Si-6.18	5	20180428	205500	62589	62590	62580	62584	84	12095
SPFB.Si-6.18	5	20180428	210000	62586	62586	62573	62578	187	12096
SPFB.Si-6.18	5	20180428	210500	62578	62599	62572	62595	474	12097
SPFB.Si-6.18	5	20180428	211000	62595	62616	62595	62601	814	12098
SPFB.Si-6.18	5	20180428	211500	62601	62612	62598	62602	94	12099
SPFB.Si-6.18	5	20180428	212000	62606	62610	62593	62594	106	12100
SPFB.Si-6.18	5	20180428	212500	62596	62610	62596	62607	289	12101
SPFB.Si-6.18	5	20180428	213000	62606	62606	62601	62604	66	12102
SPFB.Si-6.18	5	20180428	213500	62609	62615	62604	62608	137	12103
SPFB.Si-6.18	5	20180428	214000	62610	62613	62602	62612	127	12104
SPFB.Si-6.18	5	20180428	214500	62612	62613	62606	62609	93	12105
SPFB.Si-6.18	5	20180428	215000	62609	62616	62605	62606	117	12106
SPFB.Si-6.18	5	20180428	215500	62613	62615	62605	62609	101	12107
SPFB.Si-6.18	5	20180428	220000	62613	62620	62604	62620	653	12108
SPFB.Si-6.18	5	20180428	220500	62619	62632	62619	62627	455	12109
SPFB.Si-6.18	5	20180428	221000	62632	62636	62626	62626	219	12110
SPFB.Si-6.18	5	20180428	221500	62630	62630	62624	62628	125	12111
SPFB.Si-6.18	5	20180428	222000	62627	62630	62623	62629	109	12112
SPFB.Si-6.18	5	20180428	222500	62625	62630	62623	62628	380	12113
SPFB.Si-6.18	5	20180428	223000	62624	62630	62621	62627	88	12114
SPFB.Si-6.18	5	20180428	223500	62623	62630	62620	62621	217	12115
SPFB.Si-6.18	5	20180428	224000	62621	62621	62613	62613	115	12116
SPFB.Si-6.18	5	20180428	224500	62612	62618	62610	62613	150	12117
SPFB.Si-6.18	5	20180428	225000	62617	62618	62608	62618	274	12118
SPFB.Si-6.18	5	20180428	225500	62616	62624	62614	62616	301	12119
SPFB.Si-6.18	5	20180428	230000	62617	62618	62608	62608	278	12120
SPFB.Si-6.18	5	20180428	230500	62608	62615	62601	62601	645	12121
SPFB.Si-6.18	5	20180428	231000	62602	62614	62602	62608	95	12122
SPFB.Si-6.18	5	20180428	231500	62610	62614	62610	62613	49	12123
SPFB.Si-6.18	5	20180428	232000	62614	62615	62610	62610	171	12124
SPFB.Si-6.18	5	20180428	232500	62613	62616	62604	62614	244	12125
SPFB.Si-6.18	5	20180428	233000	62612	62614	62610	62611	48	12126
SPFB.Si-6.18	5	20180428	233500	62611	62611	62602	62606	328	12127
SPFB.Si-6.18	5	20180428	234000	62610	62615	62604	62609	237	12128
SPFB.Si-6.18	5	20180428	234500	62608	62618	62608	62610	325	12129
SPFB.Si-6.18	5	20180428	235000	62610	62628	62608	62628	961	12130
SPFB.Si-6.18	5	20180430	100500	62625	62767	62553	62655	31621	12131
SPFB.Si-6.18	5	20180430	101000	62654	62695	62586	62682	15714	12132
SPFB.Si-6.18	5	20180430	101500	62684	62787	62662	62768	14912	12133
SPFB.Si-6.18	5	20180430	102000	62768	62870	62724	62802	19786	12134
SPFB.Si-6.18	5	20180430	102500	62803	63066	62803	62931	46280	12135
SPFB.Si-6.18	5	20180430	103000	62931	63137	62931	63097	27572	12136
SPFB.Si-6.18	5	20180430	103500	63098	63156	62954	62968	30667	12137
SPFB.Si-6.18	5	20180430	104000	62965	63030	62928	63002	13620	12138
SPFB.Si-6.18	5	20180430	104500	63002	63093	62999	63065	9563	12139
SPFB.Si-6.18	5	20180430	105000	63061	63081	62966	62967	14019	12140
SPFB.Si-6.18	5	20180430	105500	62966	62985	62950	62953	5435	12141
SPFB.Si-6.18	5	20180430	110000	62952	63013	62920	62964	8029	12142
SPFB.Si-6.18	5	20180430	110500	62963	62984	62900	62911	11369	12143
SPFB.Si-6.18	5	20180430	111000	62912	62998	62911	62969	9730	12144
SPFB.Si-6.18	5	20180430	111500	62960	63025	62911	62990	11282	12145
SPFB.Si-6.18	5	20180430	112000	62993	63018	62960	62993	3901	12146
SPFB.Si-6.18	5	20180430	112500	62999	63015	62973	63004	2769	12147
SPFB.Si-6.18	5	20180430	113000	63007	63018	62990	63011	1937	12148
SPFB.Si-6.18	5	20180430	113500	63011	63075	63010	63066	4683	12149
SPFB.Si-6.18	5	20180430	114000	63069	63112	63051	63094	6564	12150
SPFB.Si-6.18	5	20180430	114500	63095	63099	63022	63049	6367	12151
SPFB.Si-6.18	5	20180430	115000	63049	63072	63044	63058	3255	12152
SPFB.Si-6.18	5	20180430	115500	63057	63098	63054	63093	2540	12153
SPFB.Si-6.18	5	20180430	120000	63093	63108	63052	63067	6381	12154
SPFB.Si-6.18	5	20180430	120500	63069	63096	63015	63065	11197	12155
SPFB.Si-6.18	5	20180430	121000	63063	63106	63050	63094	4142	12156
SPFB.Si-6.18	5	20180430	121500	63094	63100	63064	63074	1548	12157
SPFB.Si-6.18	5	20180430	122000	63074	63082	63052	63058	2030	12158
SPFB.Si-6.18	5	20180430	122500	63058	63115	63056	63107	5197	12159
SPFB.Si-6.18	5	20180430	123000	63111	63113	63050	63086	4356	12160
SPFB.Si-6.18	5	20180430	123500	63086	63111	63063	63067	2579	12161
SPFB.Si-6.18	5	20180430	124000	63074	63144	63056	63056	10075	12162
SPFB.Si-6.18	5	20180430	124500	63060	63085	63045	63046	4217	12163
SPFB.Si-6.18	5	20180430	125000	63051	63066	63040	63043	1059	12164
SPFB.Si-6.18	5	20180430	125500	63040	63061	63024	63054	1937	12165
SPFB.Si-6.18	5	20180430	130000	63053	63064	62972	63008	3225	12166
SPFB.Si-6.18	5	20180430	130500	63007	63039	62997	63020	2573	12167
SPFB.Si-6.18	5	20180430	131000	63022	63050	63019	63045	4442	12168
SPFB.Si-6.18	5	20180430	131500	63045	63050	63032	63037	972	12169
SPFB.Si-6.18	5	20180430	132000	63038	63053	63025	63050	3512	12170
SPFB.Si-6.18	5	20180430	132500	63052	63057	63016	63042	2308	12171
SPFB.Si-6.18	5	20180430	133000	63044	63045	62994	63035	6036	12172
SPFB.Si-6.18	5	20180430	133500	63038	63259	63027	63254	31615	12173
SPFB.Si-6.18	5	20180430	134000	63250	63266	63130	63156	9219	12174
SPFB.Si-6.18	5	20180430	134500	63152	63240	63151	63221	6564	12175
SPFB.Si-6.18	5	20180430	135000	63221	63284	63166	63216	17540	12176
SPFB.Si-6.18	5	20180430	135500	63213	63247	63190	63210	5291	12177
SPFB.Si-6.18	5	20180430	140000	63203	63255	63186	63254	8381	12178
SPFB.Si-6.18	5	20180430	141000	63244	63250	63211	63211	3022	12179
SPFB.Si-6.18	5	20180430	141500	63214	63259	63201	63251	3174	12180
SPFB.Si-6.18	5	20180430	142000	63252	63391	63249	63371	33684	12181
SPFB.Si-6.18	5	20180430	142500	63371	63377	63230	63297	16210	12182
SPFB.Si-6.18	5	20180430	143000	63296	63332	63272	63303	18044	12183
SPFB.Si-6.18	5	20180430	143500	63306	63336	63296	63325	22692	12184
SPFB.Si-6.18	5	20180430	144000	63329	63359	63317	63346	20111	12185
SPFB.Si-6.18	5	20180430	144500	63350	63365	63303	63310	7062	12186
SPFB.Si-6.18	5	20180430	145000	63312	63360	63306	63342	4336	12187
SPFB.Si-6.18	5	20180430	145500	63343	63353	63314	63323	2494	12188
SPFB.Si-6.18	5	20180430	150000	63325	63332	63304	63306	2326	12189
SPFB.Si-6.18	5	20180430	150500	63305	63322	63242	63283	11909	12190
SPFB.Si-6.18	5	20180430	151000	63280	63286	63238	63248	6307	12191
SPFB.Si-6.18	5	20180430	151500	63251	63265	63235	63252	2429	12192
SPFB.Si-6.18	5	20180430	152000	63255	63290	63240	63262	2349	12193
SPFB.Si-6.18	5	20180430	152500	63266	63276	63255	63265	1757	12194
SPFB.Si-6.18	5	20180430	153000	63266	63266	63246	63256	1586	12195
SPFB.Si-6.18	5	20180430	153500	63256	63286	63190	63208	8168	12196
SPFB.Si-6.18	5	20180430	154000	63207	63238	63190	63203	5647	12197
SPFB.Si-6.18	5	20180430	154500	63204	63216	63150	63171	8475	12198
SPFB.Si-6.18	5	20180430	155000	63178	63218	63165	63201	2027	12199
SPFB.Si-6.18	5	20180430	155500	63197	63259	63174	63185	3908	12200
SPFB.Si-6.18	5	20180430	160000	63182	63225	63155	63210	3132	12201
SPFB.Si-6.18	5	20180430	160500	63210	63218	63102	63113	11420	12202
SPFB.Si-6.18	5	20180430	161000	63110	63226	63105	63205	6852	12203
SPFB.Si-6.18	5	20180430	161500	63205	63219	63161	63164	1795	12204
SPFB.Si-6.18	5	20180430	162000	63164	63205	63160	63194	1653	12205
SPFB.Si-6.18	5	20180430	162500	63189	63262	63181	63181	5587	12206
SPFB.Si-6.18	5	20180430	163000	63182	63191	63124	63168	3299	12207
SPFB.Si-6.18	5	20180430	163500	63171	63185	63108	63136	5684	12208
SPFB.Si-6.18	5	20180430	164000	63136	63169	63109	63159	7335	12209
SPFB.Si-6.18	5	20180430	164500	63156	63164	63129	63156	2090	12210
SPFB.Si-6.18	5	20180430	165000	63157	63172	63122	63161	2660	12211
SPFB.Si-6.18	5	20180430	165500	63161	63166	63130	63137	2498	12212
SPFB.Si-6.18	5	20180430	170000	63136	63201	63133	63184	5156	12213
SPFB.Si-6.18	5	20180430	170500	63186	63191	63132	63167	6825	12214
SPFB.Si-6.18	5	20180430	171000	63165	63191	63122	63122	6660	12215
SPFB.Si-6.18	5	20180430	171500	63127	63249	63123	63227	16035	12216
SPFB.Si-6.18	5	20180430	172000	63227	63310	63220	63290	7630	12217
SPFB.Si-6.18	5	20180430	172500	63292	63377	63259	63348	14857	12218
SPFB.Si-6.18	5	20180430	173000	63349	63480	63335	63357	31181	12219
SPFB.Si-6.18	5	20180430	173500	63360	63369	63271	63305	7230	12220
SPFB.Si-6.18	5	20180430	174000	63305	63355	63266	63323	7711	12221
SPFB.Si-6.18	5	20180430	174500	63327	63354	63282	63322	11490	12222
SPFB.Si-6.18	5	20180430	175000	63323	63354	63296	63313	4021	12223
SPFB.Si-6.18	5	20180430	175500	63313	63313	63264	63298	3349	12224
SPFB.Si-6.18	5	20180430	180000	63295	63360	63294	63318	4486	12225
SPFB.Si-6.18	5	20180430	180500	63318	63390	63307	63316	8885	12226
SPFB.Si-6.18	5	20180430	181000	63317	63317	63265	63276	3859	12227
SPFB.Si-6.18	5	20180430	181500	63272	63306	63272	63306	1696	12228
SPFB.Si-6.18	5	20180430	182000	63301	63350	63286	63290	6724	12229
SPFB.Si-6.18	5	20180430	182500	63291	63310	63261	63286	4037	12230
SPFB.Si-6.18	5	20180430	183000	63283	63318	63283	63305	2714	12231
SPFB.Si-6.18	5	20180430	183500	63305	63326	63287	63320	3060	12232
SPFB.Si-6.18	5	20180430	184000	63324	63399	63311	63380	14910	12233
SPFB.Si-6.18	5	20180430	184500	63379	63424	63365	63421	7907	12234
SPFB.Si-6.18	5	20180430	190500	63350	63357	63303	63329	5233	12235
SPFB.Si-6.18	5	20180430	191000	63330	63408	63330	63374	5409	12236
SPFB.Si-6.18	5	20180430	191500	63371	63428	63361	63408	2752	12237
SPFB.Si-6.18	5	20180430	192000	63408	63417	63353	63366	1607	12238
SPFB.Si-6.18	5	20180430	192500	63368	63389	63343	63365	1301	12239
SPFB.Si-6.18	5	20180430	193000	63366	63366	63298	63303	2889	12240
SPFB.Si-6.18	5	20180430	193500	63303	63323	63282	63285	4000	12241
SPFB.Si-6.18	5	20180430	194000	63282	63350	63281	63332	2740	12242
SPFB.Si-6.18	5	20180430	194500	63333	63342	63302	63314	2931	12243
SPFB.Si-6.18	5	20180430	195000	63314	63376	63304	63345	1825	12244
SPFB.Si-6.18	5	20180430	195500	63344	63385	63325	63373	2823	12245
SPFB.Si-6.18	5	20180430	200000	63372	63380	63336	63371	1344	12246
SPFB.Si-6.18	5	20180430	200500	63368	63400	63363	63395	3279	12247
SPFB.Si-6.18	5	20180430	201000	63398	63516	63379	63491	9558	12248
SPFB.Si-6.18	5	20180430	201500	63489	63545	63457	63517	7899	12249
SPFB.Si-6.18	5	20180430	202000	63516	63525	63422	63433	6105	12250
SPFB.Si-6.18	5	20180430	202500	63433	63473	63393	63470	3237	12251
SPFB.Si-6.18	5	20180430	203000	63471	63471	63429	63450	2174	12252
SPFB.Si-6.18	5	20180430	203500	63449	63470	63445	63462	1849	12253
SPFB.Si-6.18	5	20180430	204000	63459	63459	63408	63421	1657	12254
SPFB.Si-6.18	5	20180430	204500	63423	63433	63366	63378	1966	12255
SPFB.Si-6.18	5	20180430	205000	63381	63399	63314	63354	3643	12256
SPFB.Si-6.18	5	20180430	205500	63354	63373	63331	63373	1345	12257
SPFB.Si-6.18	5	20180430	210000	63373	63376	63349	63360	1449	12258
SPFB.Si-6.18	5	20180430	210500	63356	63370	63301	63359	3300	12259
SPFB.Si-6.18	5	20180430	211000	63359	63439	63359	63427	2132	12260
SPFB.Si-6.18	5	20180430	211500	63427	63455	63416	63444	2590	12261
SPFB.Si-6.18	5	20180430	212000	63439	63449	63401	63446	2292	12262
SPFB.Si-6.18	5	20180430	212500	63450	63450	63390	63431	2992	12263
SPFB.Si-6.18	5	20180430	213000	63435	63459	63416	63456	1478	12264
SPFB.Si-6.18	5	20180430	213500	63455	63460	63425	63429	704	12265
SPFB.Si-6.18	5	20180430	214000	63430	63431	63372	63417	1378	12266
SPFB.Si-6.18	5	20180430	214500	63422	63439	63383	63407	933	12267
SPFB.Si-6.18	5	20180430	215000	63404	63407	63357	63391	1933	12268
SPFB.Si-6.18	5	20180430	215500	63393	63449	63390	63438	1342	12269
SPFB.Si-6.18	5	20180430	220000	63438	63440	63428	63432	357	12270
SPFB.Si-6.18	5	20180430	220500	63433	63454	63381	63434	2557	12271
SPFB.Si-6.18	5	20180430	221000	63438	63444	63385	63394	1224	12272
SPFB.Si-6.18	5	20180430	221500	63390	63417	63390	63406	361	12273
SPFB.Si-6.18	5	20180430	222000	63406	63413	63398	63408	205	12274
SPFB.Si-6.18	5	20180430	222500	63408	63447	63405	63434	1239	12275
SPFB.Si-6.18	5	20180430	223000	63430	63437	63419	63428	597	12276
SPFB.Si-6.18	5	20180430	223500	63427	63428	63381	63389	994	12277
SPFB.Si-6.18	5	20180430	224000	63389	63393	63364	63377	1850	12278
SPFB.Si-6.18	5	20180430	224500	63378	63388	63362	63373	1783	12279
SPFB.Si-6.18	5	20180430	225000	63374	63382	63365	63373	744	12280
SPFB.Si-6.18	5	20180430	225500	63374	63386	63367	63367	852	12281
SPFB.Si-6.18	5	20180430	230000	63369	63378	63339	63356	2041	12282
SPFB.Si-6.18	5	20180430	230500	63350	63350	63320	63340	1480	12283
SPFB.Si-6.18	5	20180430	231000	63340	63342	63330	63330	901	12284
SPFB.Si-6.18	5	20180430	231500	63330	63335	63311	63328	2256	12285
SPFB.Si-6.18	5	20180430	232000	63323	63330	63291	63295	1455	12286
SPFB.Si-6.18	5	20180430	232500	63294	63365	63269	63349	6711	12287
SPFB.Si-6.18	5	20180430	233000	63349	63374	63333	63364	2562	12288
SPFB.Si-6.18	5	20180430	233500	63368	63388	63351	63383	1332	12289
SPFB.Si-6.18	5	20180430	234000	63384	63388	63273	63341	6053	12290
SPFB.Si-6.18	5	20180430	234500	63336	63362	63300	63354	2458	12291
SPFB.Si-6.18	5	20180430	235000	63349	63355	63282	63286	4178	12292
SPFB.Si-6.18	5	20180502	100500	63335	63763	63335	63649	44087	12293
SPFB.Si-6.18	5	20180502	101000	63651	63799	63620	63799	22201	12294
SPFB.Si-6.18	5	20180502	101500	63794	63799	63712	63751	15576	12295
SPFB.Si-6.18	5	20180502	102000	63750	63754	63623	63645	14661	12296
SPFB.Si-6.18	5	20180502	102500	63643	63653	63540	63580	14547	12297
SPFB.Si-6.18	5	20180502	103000	63580	63667	63537	63650	14325	12298
SPFB.Si-6.18	5	20180502	103500	63650	63670	63601	63612	7598	12299
SPFB.Si-6.18	5	20180502	104000	63612	63639	63570	63626	8782	12300
SPFB.Si-6.18	5	20180502	104500	63629	63699	63585	63682	9398	12301
SPFB.Si-6.18	5	20180502	105000	63679	63743	63658	63693	9167	12302
SPFB.Si-6.18	5	20180502	105500	63694	63726	63630	63704	6308	12303
SPFB.Si-6.18	5	20180502	110000	63706	63759	63681	63750	10062	12304
SPFB.Si-6.18	5	20180502	110500	63752	63786	63719	63740	9372	12305
SPFB.Si-6.18	5	20180502	111000	63740	63758	63726	63748	3914	12306
SPFB.Si-6.18	5	20180502	111500	63748	63829	63748	63812	17473	12307
SPFB.Si-6.18	5	20180502	112000	63812	63850	63755	63825	13984	12308
SPFB.Si-6.18	5	20180502	112500	63825	63899	63822	63875	18000	12309
SPFB.Si-6.18	5	20180502	113000	63875	63949	63859	63869	16081	12310
SPFB.Si-6.18	5	20180502	113500	63869	63882	63840	63864	4594	12311
SPFB.Si-6.18	5	20180502	114000	63864	63886	63846	63861	5662	12312
SPFB.Si-6.18	5	20180502	114500	63864	63879	63834	63875	3029	12313
SPFB.Si-6.18	5	20180502	115000	63877	63904	63853	63888	4919	12314
SPFB.Si-6.18	5	20180502	115500	63888	63941	63875	63911	8338	12315
SPFB.Si-6.18	5	20180502	120000	63910	63945	63909	63931	2723	12316
SPFB.Si-6.18	5	20180502	120500	63930	64016	63927	63955	18790	12317
SPFB.Si-6.18	5	20180502	121000	63958	63979	63904	63910	10626	12318
SPFB.Si-6.18	5	20180502	121500	63909	63918	63890	63905	5583	12319
SPFB.Si-6.18	5	20180502	122000	63905	63927	63867	63879	5058	12320
SPFB.Si-6.18	5	20180502	122500	63878	63912	63875	63886	3355	12321
SPFB.Si-6.18	5	20180502	123000	63885	63917	63883	63914	2590	12322
SPFB.Si-6.18	5	20180502	123500	63914	63926	63891	63923	2363	12323
SPFB.Si-6.18	5	20180502	124000	63924	64047	63921	64022	11784	12324
SPFB.Si-6.18	5	20180502	124500	64024	64075	64012	64059	8607	12325
SPFB.Si-6.18	5	20180502	125000	64061	64098	64007	64031	9522	12326
SPFB.Si-6.18	5	20180502	125500	64032	64125	64027	64060	11442	12327
SPFB.Si-6.18	5	20180502	130000	64060	64084	64043	64059	4604	12328
SPFB.Si-6.18	5	20180502	130500	64059	64116	64052	64101	6456	12329
SPFB.Si-6.18	5	20180502	131000	64101	64178	64091	64162	12300	12330
SPFB.Si-6.18	5	20180502	131500	64162	64244	64147	64156	15756	12331
SPFB.Si-6.18	5	20180502	132000	64156	64240	64114	64231	15707	12332
SPFB.Si-6.18	5	20180502	132500	64233	64271	64159	64190	11729	12333
SPFB.Si-6.18	5	20180502	133000	64191	64191	64136	64146	4259	12334
