<TICKER>	<PER>	<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<VOL>	<INDEX>
SPFB.Si-3.18	5	20180305	112000	57738	57772	57733	57750	99	5687
SPFB.Si-3.18	5	20180305	112500	57752	57770	57708	57719	571	5688
SPFB.Si-3.18	5	20180305	113000	57712	57749	57700	57749	588	5689
SPFB.Si-3.18	5	20180305	113500	57742	57751	57717	57732	251	5690
SPFB.Si-3.18	5	20180305	114000	57738	57758	57722	57739	328	5691
SPFB.Si-3.18	5	20180305	114500	57722	57737	57707	57729	336	5692
SPFB.Si-3.18	5	20180305	115000	57730	57739	57681	57696	415	5693
SPFB.Si-3.18	5	20180305	115500	57702	57705	57648	57675	957	5694
SPFB.Si-3.18	5	20180305	120000	57680	57690	57666	57668	453	5695
SPFB.Si-3.18	5	20180305	120500	57686	57720	57677	57714	363	5696
SPFB.Si-3.18	5	20180305	121000	57720	57720	57654	57711	1019	5697
SPFB.Si-3.18	5	20180305	121500	57701	57726	57686	57704	3862	5698
SPFB.Si-3.18	5	20180305	122000	57692	57694	57628	57684	829	5699
SPFB.Si-3.18	5	20180305	122500	57677	57688	57660	57688	246	5700
SPFB.Si-3.18	5	20180305	123000	57696	57750	57663	57740	914	5701
SPFB.Si-3.18	5	20180305	123500	57747	57757	57696	57744	315	5702
SPFB.Si-3.18	5	20180305	124000	57752	57752	57718	57720	279	5703
SPFB.Si-3.18	5	20180305	124500	57714	57731	57714	57731	37	5704
SPFB.Si-3.18	5	20180305	125000	57725	57733	57712	57731	154	5705
SPFB.Si-3.18	5	20180305	125500	57735	57745	57716	57720	159	5706
SPFB.Si-3.18	5	20180305	130000	57723	57733	57720	57724	31	5707
SPFB.Si-3.18	5	20180305	130500	57728	57750	57726	57738	109	5708
SPFB.Si-3.18	5	20180305	131000	57735	57750	57733	57750	52	5709
SPFB.Si-3.18	5	20180305	131500	57741	57748	57726	57726	183	5710
SPFB.Si-3.18	5	20180305	132000	57732	57738	57728	57728	22	5711
SPFB.Si-3.18	5	20180305	132500	57720	57729	57719	57719	29	5712
SPFB.Si-3.18	5	20180305	133000	57719	57725	57707	57715	52	5713
SPFB.Si-3.18	5	20180305	133500	57706	57706	57677	57697	377	5714
SPFB.Si-3.18	5	20180305	134000	57685	57716	57685	57691	1040	5715
SPFB.Si-3.18	5	20180305	134500	57682	57733	57682	57719	1053	5716
SPFB.Si-3.18	5	20180305	135000	57725	57725	57682	57682	1116	5717
SPFB.Si-3.18	5	20180305	135500	57684	57714	57666	57710	325	5718
SPFB.Si-3.18	5	20180305	140000	57701	57714	57692	57708	161	5719
SPFB.Si-3.18	5	20180305	141000	57707	57723	57693	57718	87	5720
SPFB.Si-3.18	5	20180305	141500	57706	57728	57706	57721	8	5721
SPFB.Si-3.18	5	20180305	142000	57722	57737	57722	57737	312	5722
SPFB.Si-3.18	5	20180305	142500	57732	57732	57713	57728	45	5723
SPFB.Si-3.18	5	20180305	143000	57732	57741	57730	57738	54	5724
SPFB.Si-3.18	5	20180305	143500	57738	57765	57737	57750	411	5725
SPFB.Si-3.18	5	20180305	144000	57762	57775	57757	57775	1855	5726
SPFB.Si-3.18	5	20180305	144500	57774	57775	57749	57763	1699	5727
SPFB.Si-3.18	5	20180305	145000	57763	57790	57763	57790	1244	5728
SPFB.Si-3.18	5	20180305	145500	57797	57815	57782	57807	701	5729
SPFB.Si-3.18	5	20180305	150000	57809	57849	57789	57842	602	5730
SPFB.Si-3.18	5	20180305	150500	57842	57859	57825	57825	2032	5731
SPFB.Si-3.18	5	20180305	151000	57817	57821	57789	57798	236	5732
SPFB.Si-3.18	5	20180305	151500	57791	57804	57755	57769	427	5733
SPFB.Si-3.18	5	20180305	152000	57758	57775	57738	57755	252	5734
SPFB.Si-3.18	5	20180305	152500	57767	57809	57767	57809	164	5735
SPFB.Si-3.18	5	20180305	153000	57805	57852	57804	57825	336	5736
SPFB.Si-3.18	5	20180305	153500	57821	57821	57782	57818	524	5737
SPFB.Si-3.18	5	20180305	154000	57810	57821	57776	57816	268	5738
SPFB.Si-3.18	5	20180305	154500	57809	57812	57789	57790	57	5739
SPFB.Si-3.18	5	20180305	155000	57793	57801	57785	57795	258	5740
SPFB.Si-3.18	5	20180305	155500	57792	57798	57773	57794	345	5741
SPFB.Si-3.18	5	20180305	160000	57797	57814	57780	57806	224	5742
SPFB.Si-3.18	5	20180305	160500	57817	57822	57793	57793	198	5743
SPFB.Si-3.18	5	20180305	161000	57797	57801	57782	57789	169	5744
SPFB.Si-3.18	5	20180305	161500	57793	57827	57776	57796	819	5745
SPFB.Si-3.18	5	20180305	162000	57810	57822	57807	57815	64	5746
SPFB.Si-3.18	5	20180305	162500	57806	57806	57806	57806	16	5747
SPFB.Si-3.18	5	20180305	163000	57795	57795	57782	57791	16	5748
SPFB.Si-3.18	5	20180305	163500	57797	57798	57797	57798	11	5749
SPFB.Si-3.18	5	20180305	164000	57793	57810	57793	57807	74	5750
SPFB.Si-3.18	5	20180305	164500	57819	57861	57798	57847	137	5751
SPFB.Si-3.18	5	20180305	165000	57854	57880	57846	57855	185	5752
SPFB.Si-3.18	5	20180305	165500	57862	57863	57820	57833	120	5753
SPFB.Si-3.18	5	20180305	170000	57827	57864	57827	57864	31	5754
SPFB.Si-3.18	5	20180305	170500	57858	57877	57856	57866	110	5755
SPFB.Si-3.18	5	20180305	171000	57865	57875	57850	57851	293	5756
SPFB.Si-3.18	5	20180305	171500	57851	57853	57814	57831	333	5757
SPFB.Si-3.18	5	20180305	172000	57824	57857	57823	57857	19	5758
SPFB.Si-3.18	5	20180305	172500	57856	57856	57805	57805	252	5759
SPFB.Si-3.18	5	20180305	173000	57804	57824	57799	57819	161	5760
SPFB.Si-3.18	5	20180305	173500	57823	57836	57803	57821	127	5761
SPFB.Si-3.18	5	20180305	174000	57829	57834	57818	57821	422	5762
SPFB.Si-3.18	5	20180305	174500	57815	57837	57813	57826	329	5763
SPFB.Si-3.18	5	20180305	175000	57826	57843	57825	57843	361	5764
SPFB.Si-3.18	5	20180305	175500	57836	57836	57780	57780	485	5765
SPFB.Si-3.18	5	20180305	180000	57774	57774	57720	57725	255	5766
SPFB.Si-3.18	5	20180305	180500	57728	57728	57660	57695	806	5767
SPFB.Si-3.18	5	20180305	181000	57695	57732	57688	57710	193	5768
SPFB.Si-3.18	5	20180305	181500	57712	57765	57686	57765	817	5769
SPFB.Si-3.18	5	20180305	182000	57752	57752	57721	57730	79	5770
SPFB.Si-3.18	5	20180305	182500	57747	57749	57696	57700	186	5771
SPFB.Si-3.18	5	20180305	183000	57700	57707	57631	57634	457	5772
SPFB.Si-3.18	5	20180305	183500	57636	57637	57598	57626	378	5773
SPFB.Si-3.18	5	20180305	184000	57618	57655	57600	57626	87	5774
SPFB.Si-3.18	5	20180305	184500	57615	57635	57555	57569	510	5775
SPFB.Si-3.18	5	20180305	190500	57506	57521	57479	57505	524	5776
SPFB.Si-3.18	5	20180305	191000	57504	57504	57444	57476	664	5777
SPFB.Si-3.18	5	20180305	191500	57500	57527	57461	57518	700	5778
SPFB.Si-3.18	5	20180305	192000	57523	57546	57490	57490	477	5779
SPFB.Si-3.18	5	20180305	192500	57488	57488	57377	57378	482	5780
SPFB.Si-3.18	5	20180305	193000	57388	57400	57349	57372	1126	5781
SPFB.Si-3.18	5	20180305	193500	57359	57390	57353	57378	267	5782
SPFB.Si-3.18	5	20180305	194000	57378	57378	57320	57320	336	5783
SPFB.Si-3.18	5	20180305	194500	57323	57323	57273	57278	660	5784
SPFB.Si-3.18	5	20180305	195000	57274	57274	57222	57260	717	5785
SPFB.Si-3.18	5	20180305	195500	57250	57259	57241	57251	126	5786
SPFB.Si-3.18	5	20180305	200000	57247	57259	57243	57258	82	5787
SPFB.Si-3.18	5	20180305	200500	57247	57258	57232	57247	244	5788
SPFB.Si-3.18	5	20180305	201000	57248	57248	57180	57201	734	5789
SPFB.Si-3.18	5	20180305	201500	57189	57189	57162	57163	701	5790
SPFB.Si-3.18	5	20180305	202000	57173	57197	57162	57197	76	5791
SPFB.Si-3.18	5	20180305	202500	57197	57210	57184	57202	1779	5792
SPFB.Si-3.18	5	20180305	203000	57200	57202	57183	57197	431	5793
SPFB.Si-3.18	5	20180305	203500	57194	57196	57183	57190	129	5794
SPFB.Si-3.18	5	20180305	204000	57202	57236	57185	57222	847	5795
SPFB.Si-3.18	5	20180305	204500	57222	57240	57212	57240	252	5796
SPFB.Si-3.18	5	20180305	205000	57240	57245	57200	57207	309	5797
SPFB.Si-3.18	5	20180305	205500	57207	57217	57186	57217	363	5798
SPFB.Si-3.18	5	20180305	210000	57222	57226	57207	57208	83	5799
SPFB.Si-3.18	5	20180305	210500	57204	57211	57204	57210	8	5800
SPFB.Si-3.18	5	20180305	211000	57215	57225	57183	57199	208	5801
SPFB.Si-3.18	5	20180305	211500	57185	57185	57163	57179	88	5802
SPFB.Si-3.18	5	20180305	212000	57197	57227	57197	57212	28	5803
SPFB.Si-3.18	5	20180305	212500	57228	57228	57210	57211	51	5804
SPFB.Si-3.18	5	20180305	213500	57224	57231	57211	57211	90	5805
SPFB.Si-3.18	5	20180305	214000	57207	57207	57192	57195	123	5806
SPFB.Si-3.18	5	20180305	214500	57192	57192	57142	57168	350	5807
SPFB.Si-3.18	5	20180305	215000	57175	57192	57161	57168	102	5808
SPFB.Si-3.18	5	20180305	215500	57163	57175	57163	57175	34	5809
SPFB.Si-3.18	5	20180305	220000	57180	57180	57168	57168	29	5810
SPFB.Si-3.18	5	20180305	220500	57164	57181	57164	57181	168	5811
SPFB.Si-3.18	5	20180305	221000	57183	57183	57167	57167	398	5812
SPFB.Si-3.18	5	20180305	221500	57163	57186	57163	57186	13	5813
SPFB.Si-3.18	5	20180305	222000	57178	57185	57164	57185	191	5814
SPFB.Si-3.18	5	20180305	222500	57184	57184	57155	57155	455	5815
SPFB.Si-3.18	5	20180305	223000	57155	57160	57141	57151	352	5816
SPFB.Si-3.18	5	20180305	223500	57161	57164	57156	57164	1065	5817
SPFB.Si-3.18	5	20180305	224000	57164	57164	57159	57164	1171	5818
SPFB.Si-3.18	5	20180305	224500	57164	57164	57160	57164	306	5819
SPFB.Si-3.18	5	20180305	225000	57164	57164	57161	57162	59	5820
SPFB.Si-3.18	5	20180305	225500	57164	57164	57162	57163	10	5821
SPFB.Si-3.18	5	20180305	230000	57161	57161	57152	57155	63	5822
SPFB.Si-3.18	5	20180305	230500	57155	57155	57155	57155	5	5823
SPFB.Si-3.18	5	20180305	231000	57155	57155	57151	57151	5	5824
SPFB.Si-3.18	5	20180305	231500	57158	57158	57151	57151	22	5825
SPFB.Si-3.18	5	20180305	232000	57153	57159	57146	57159	88	5826
SPFB.Si-3.18	5	20180305	232500	57154	57162	57154	57155	12	5827
SPFB.Si-3.18	5	20180305	233000	57155	57155	57147	57147	50	5828
SPFB.Si-3.18	5	20180305	233500	57147	57153	57147	57150	264	5829
SPFB.Si-3.18	5	20180305	234000	57147	57148	57145	57145	83	5830
SPFB.Si-3.18	5	20180305	234500	57145	57147	57137	57137	91	5831
SPFB.Si-3.18	5	20180305	235000	57135	57135	57092	57092	281	5832
SPFB.Si-3.18	5	20180306	100500	57139	57164	57085	57145	1675	5833
SPFB.Si-3.18	5	20180306	101000	57151	57164	57122	57164	1420	5834
SPFB.Si-3.18	5	20180306	101500	57164	57181	57147	57147	3211	5835
SPFB.Si-3.18	5	20180306	102000	57153	57200	57145	57190	618	5836
SPFB.Si-3.18	5	20180306	102500	57189	57237	57184	57236	889	5837
SPFB.Si-3.18	5	20180306	103000	57227	57234	57206	57219	664	5838
SPFB.Si-3.18	5	20180306	103500	57225	57230	57142	57156	795	5839
SPFB.Si-3.18	5	20180306	104000	57151	57152	57110	57111	755	5840
SPFB.Si-3.18	5	20180306	104500	57116	57199	57089	57175	1984	5841
SPFB.Si-3.18	5	20180306	105000	57175	57188	57170	57174	462	5842
SPFB.Si-3.18	5	20180306	105500	57180	57198	57174	57198	2491	5843
SPFB.Si-3.18	5	20180306	110000	57197	57262	57190	57239	1323	5844
SPFB.Si-3.18	5	20180306	110500	57232	57250	57220	57223	1079	5845
SPFB.Si-3.18	5	20180306	111000	57229	57233	57210	57220	244	5846
SPFB.Si-3.18	5	20180306	111500	57220	57223	57200	57223	1599	5847
SPFB.Si-3.18	5	20180306	112000	57224	57240	57205	57209	439	5848
SPFB.Si-3.18	5	20180306	112500	57220	57237	57215	57222	488	5849
SPFB.Si-3.18	5	20180306	113000	57231	57252	57230	57252	837	5850
SPFB.Si-3.18	5	20180306	113500	57260	57260	57200	57201	1155	5851
SPFB.Si-3.18	5	20180306	114000	57192	57213	57191	57211	1787	5852
SPFB.Si-3.18	5	20180306	114500	57215	57257	57214	57250	411	5853
SPFB.Si-3.18	5	20180306	115000	57246	57246	57227	57242	203	5854
SPFB.Si-3.18	5	20180306	115500	57248	57271	57241	57247	207	5855
SPFB.Si-3.18	5	20180306	120000	57253	57257	57232	57245	213	5856
SPFB.Si-3.18	5	20180306	120500	57241	57272	57230	57272	232	5857
SPFB.Si-3.18	5	20180306	121000	57271	57304	57270	57304	2007	5858
SPFB.Si-3.18	5	20180306	121500	57310	57318	57282	57304	1051	5859
SPFB.Si-3.18	5	20180306	122000	57298	57298	57260	57260	264	5860
SPFB.Si-3.18	5	20180306	122500	57269	57270	57235	57252	570	5861
SPFB.Si-3.18	5	20180306	123000	57255	57278	57245	57278	314	5862
SPFB.Si-3.18	5	20180306	123500	57293	57309	57220	57230	566	5863
SPFB.Si-3.18	5	20180306	124000	57226	57235	57208	57224	1557	5864
SPFB.Si-3.18	5	20180306	124500	57218	57223	57200	57200	278	5865
SPFB.Si-3.18	5	20180306	125000	57208	57220	57198	57219	1649	5866
SPFB.Si-3.18	5	20180306	125500	57216	57222	57201	57221	407	5867
SPFB.Si-3.18	5	20180306	130000	57210	57227	57207	57221	150	5868
SPFB.Si-3.18	5	20180306	130500	57210	57212	57181	57191	193	5869
SPFB.Si-3.18	5	20180306	131000	57201	57203	57160	57180	1370	5870
SPFB.Si-3.18	5	20180306	131500	57180	57202	57172	57200	204	5871
SPFB.Si-3.18	5	20180306	132000	57200	57222	57200	57210	552	5872
SPFB.Si-3.18	5	20180306	132500	57205	57205	57150	57165	1289	5873
SPFB.Si-3.18	5	20180306	133000	57166	57221	57157	57180	5044	5874
SPFB.Si-3.18	5	20180306	133500	57185	57185	57125	57156	540	5875
SPFB.Si-3.18	5	20180306	134000	57155	57163	57145	57154	67	5876
SPFB.Si-3.18	5	20180306	134500	57153	57153	57126	57139	44	5877
SPFB.Si-3.18	5	20180306	135000	57132	57151	57079	57100	3276	5878
SPFB.Si-3.18	5	20180306	135500	57098	57110	57042	57089	961	5879
SPFB.Si-3.18	5	20180306	140000	57082	57100	57070	57100	117	5880
SPFB.Si-3.18	5	20180306	141000	57119	57125	57094	57120	348	5881
SPFB.Si-3.18	5	20180306	141500	57114	57118	57075	57075	681	5882
SPFB.Si-3.18	5	20180306	142000	57075	57109	57058	57109	624	5883
SPFB.Si-3.18	5	20180306	142500	57094	57094	56980	57001	2321	5884
SPFB.Si-3.18	5	20180306	143000	57001	57033	56969	57008	2735	5885
SPFB.Si-3.18	5	20180306	143500	57001	57048	56990	57048	2170	5886
SPFB.Si-3.18	5	20180306	144000	57041	57042	57015	57018	620	5887
SPFB.Si-3.18	5	20180306	144500	57019	57043	57019	57030	501	5888
SPFB.Si-3.18	5	20180306	145000	57026	57044	56998	57010	249	5889
SPFB.Si-3.18	5	20180306	145500	57018	57018	56982	56982	465	5890
SPFB.Si-3.18	5	20180306	150000	56987	56990	56921	56957	1585	5891
SPFB.Si-3.18	5	20180306	150500	56956	57030	56942	57024	1808	5892
SPFB.Si-3.18	5	20180306	151000	57024	57033	56993	56999	742	5893
SPFB.Si-3.18	5	20180306	151500	57007	57028	57000	57018	541	5894
SPFB.Si-3.18	5	20180306	152000	57001	57001	56959	56960	528	5895
SPFB.Si-3.18	5	20180306	152500	56952	56989	56934	56983	1106	5896
SPFB.Si-3.18	5	20180306	153000	56995	57025	56991	57022	192	5897
SPFB.Si-3.18	5	20180306	153500	57020	57032	57010	57025	345	5898
SPFB.Si-3.18	5	20180306	154000	57023	57050	57010	57041	443	5899
SPFB.Si-3.18	5	20180306	154500	57050	57057	57032	57048	325	5900
SPFB.Si-3.18	5	20180306	155000	57045	57050	57025	57029	210	5901
SPFB.Si-3.18	5	20180306	155500	57034	57038	57016	57022	367	5902
SPFB.Si-3.18	5	20180306	160000	57033	57035	56991	57000	366	5903
SPFB.Si-3.18	5	20180306	160500	56991	56993	56930	56933	915	5904
SPFB.Si-3.18	5	20180306	161000	56934	56948	56924	56941	280	5905
SPFB.Si-3.18	5	20180306	161500	56946	56967	56946	56966	222	5906
SPFB.Si-3.18	5	20180306	162000	56956	56994	56956	56963	450	5907
SPFB.Si-3.18	5	20180306	162500	56963	56963	56943	56953	366	5908
SPFB.Si-3.18	5	20180306	163000	56967	56983	56959	56966	414	5909
SPFB.Si-3.18	5	20180306	163500	56967	57001	56956	56988	169	5910
SPFB.Si-3.18	5	20180306	164000	56981	57007	56981	57000	110	5911
SPFB.Si-3.18	5	20180306	164500	56991	57017	56990	56990	293	5912
SPFB.Si-3.18	5	20180306	165000	56997	57029	56980	57029	202	5913
SPFB.Si-3.18	5	20180306	165500	57036	57051	57030	57037	188	5914
SPFB.Si-3.18	5	20180306	170000	57040	57044	57005	57028	237	5915
SPFB.Si-3.18	5	20180306	170500	57034	57073	57033	57073	294	5916
SPFB.Si-3.18	5	20180306	171000	57075	57081	57047	57075	303	5917
SPFB.Si-3.18	5	20180306	171500	57079	57085	57059	57065	128	5918
SPFB.Si-3.18	5	20180306	172000	57078	57085	57063	57063	133	5919
SPFB.Si-3.18	5	20180306	172500	57076	57146	57076	57136	697	5920
SPFB.Si-3.18	5	20180306	173000	57140	57194	57130	57131	1352	5921
SPFB.Si-3.18	5	20180306	173500	57144	57235	57115	57219	3156	5922
SPFB.Si-3.18	5	20180306	174000	57216	57244	57191	57202	5543	5923
SPFB.Si-3.18	5	20180306	174500	57205	57206	57150	57182	692	5924
SPFB.Si-3.18	5	20180306	175000	57190	57217	57151	57162	893	5925
SPFB.Si-3.18	5	20180306	175500	57155	57213	57151	57185	876	5926
SPFB.Si-3.18	5	20180306	180000	57174	57174	57123	57136	549	5927
SPFB.Si-3.18	5	20180306	180500	57145	57193	57108	57184	445	5928
SPFB.Si-3.18	5	20180306	181000	57186	57206	57161	57201	362	5929
SPFB.Si-3.18	5	20180306	181500	57200	57200	57181	57193	51	5930
SPFB.Si-3.18	5	20180306	182000	57170	57182	57134	57160	491	5931
SPFB.Si-3.18	5	20180306	182500	57164	57183	57144	57148	1146	5932
SPFB.Si-3.18	5	20180306	183000	57153	57180	57142	57180	212	5933
SPFB.Si-3.18	5	20180306	183500	57185	57225	57179	57223	335	5934
SPFB.Si-3.18	5	20180306	184000	57214	57214	57170	57175	549	5935
SPFB.Si-3.18	5	20180306	184500	57187	57242	57185	57232	608	5936
SPFB.Si-3.18	5	20180306	190500	57250	57387	57250	57327	2618	5937
SPFB.Si-3.18	5	20180306	191000	57338	57347	57286	57292	284	5938
SPFB.Si-3.18	5	20180306	191500	57291	57316	57283	57305	229	5939
SPFB.Si-3.18	5	20180306	192000	57283	57310	57275	57310	50	5940
SPFB.Si-3.18	5	20180306	192500	57317	57411	57317	57400	726	5941
SPFB.Si-3.18	5	20180306	193000	57397	57407	57375	57396	614	5942
SPFB.Si-3.18	5	20180306	193500	57387	57404	57358	57366	74	5943
SPFB.Si-3.18	5	20180306	194000	57377	57381	57345	57362	122	5944
SPFB.Si-3.18	5	20180306	194500	57366	57394	57319	57338	191	5945
SPFB.Si-3.18	5	20180306	195000	57336	57336	57300	57336	99	5946
SPFB.Si-3.18	5	20180306	195500	57327	57330	57300	57315	28	5947
SPFB.Si-3.18	5	20180306	200000	57307	57310	57263	57266	306	5948
SPFB.Si-3.18	5	20180306	200500	57266	57335	57266	57332	99	5949
SPFB.Si-3.18	5	20180306	201000	57331	57361	57326	57341	196	5950
SPFB.Si-3.18	5	20180306	201500	57343	57390	57329	57370	821	5951
SPFB.Si-3.18	5	20180306	202000	57381	57382	57363	57367	94	5952
SPFB.Si-3.18	5	20180306	202500	57371	57380	57362	57379	32	5953
SPFB.Si-3.18	5	20180306	203000	57363	57407	57363	57393	226	5954
SPFB.Si-3.18	5	20180306	203500	57401	57421	57374	57374	90	5955
SPFB.Si-3.18	5	20180306	204000	57372	57380	57354	57380	61	5956
SPFB.Si-3.18	5	20180306	204500	57384	57389	57378	57378	16	5957
SPFB.Si-3.18	5	20180306	205000	57380	57391	57374	57374	27	5958
SPFB.Si-3.18	5	20180306	205500	57381	57387	57348	57349	298	5959
SPFB.Si-3.18	5	20180306	210000	57352	57367	57352	57361	593	5960
SPFB.Si-3.18	5	20180306	210500	57368	57368	57336	57343	27	5961
SPFB.Si-3.18	5	20180306	211000	57360	57360	57311	57327	118	5962
SPFB.Si-3.18	5	20180306	211500	57349	57349	57315	57328	31	5963
SPFB.Si-3.18	5	20180306	212000	57330	57330	57280	57289	457	5964
SPFB.Si-3.18	5	20180306	212500	57291	57300	57273	57290	143	5965
SPFB.Si-3.18	5	20180306	213000	57299	57308	57299	57302	297	5966
SPFB.Si-3.18	5	20180306	213500	57302	57348	57299	57348	78	5967
SPFB.Si-3.18	5	20180306	214000	57333	57350	57326	57330	287	5968
SPFB.Si-3.18	5	20180306	214500	57325	57325	57305	57310	75	5969
SPFB.Si-3.18	5	20180306	215000	57322	57352	57322	57350	52	5970
SPFB.Si-3.18	5	20180306	215500	57356	57361	57336	57343	83	5971
SPFB.Si-3.18	5	20180306	220000	57342	57342	57342	57342	7	5972
SPFB.Si-3.18	5	20180306	220500	57351	57361	57342	57343	37	5973
SPFB.Si-3.18	5	20180306	221000	57343	57351	57342	57343	45	5974
SPFB.Si-3.18	5	20180306	221500	57352	57358	57352	57353	14	5975
SPFB.Si-3.18	5	20180306	222000	57364	57364	57352	57352	23	5976
SPFB.Si-3.18	5	20180306	222500	57342	57342	57323	57330	45	5977
SPFB.Si-3.18	5	20180306	223000	57322	57326	57322	57326	4	5978
SPFB.Si-3.18	5	20180306	223500	57322	57322	57293	57293	127	5979
SPFB.Si-3.18	5	20180306	224000	57293	57294	57281	57282	72	5980
SPFB.Si-3.18	5	20180306	224500	57296	57308	57296	57296	302	5981
SPFB.Si-3.18	5	20180306	225000	57300	57314	57293	57314	233	5982
SPFB.Si-3.18	5	20180306	225500	57302	57320	57302	57302	215	5983
SPFB.Si-3.18	5	20180306	230000	57315	57320	57315	57320	45	5984
SPFB.Si-3.18	5	20180306	230500	57320	57358	57320	57358	691	5985
SPFB.Si-3.18	5	20180306	231000	57355	57370	57348	57355	604	5986
SPFB.Si-3.18	5	20180306	231500	57357	57370	57354	57364	607	5987
SPFB.Si-3.18	5	20180306	232000	57360	57360	57355	57360	27	5988
SPFB.Si-3.18	5	20180306	232500	57359	57359	57320	57320	221	5989
SPFB.Si-3.18	5	20180306	233000	57315	57335	57315	57334	27	5990
SPFB.Si-3.18	5	20180306	233500	57328	57328	57323	57325	15	5991
SPFB.Si-3.18	5	20180306	234000	57328	57336	57328	57335	18	5992
SPFB.Si-3.18	5	20180306	234500	57351	57370	57351	57361	499	5993
SPFB.Si-3.18	5	20180306	235000	57345	57345	57341	57341	18	5994
SPFB.Si-3.18	5	20180307	100500	57380	57527	57380	57496	3805	5995
SPFB.Si-3.18	5	20180307	101000	57498	57538	57480	57483	1447	5996
SPFB.Si-3.18	5	20180307	101500	57480	57482	57450	57468	879	5997
SPFB.Si-3.18	5	20180307	102000	57470	57481	57437	57439	669	5998
SPFB.Si-3.18	5	20180307	102500	57431	57470	57418	57423	1023	5999
SPFB.Si-3.18	5	20180307	103000	57428	57464	57404	57404	410	6000
SPFB.Si-3.18	5	20180307	103500	57422	57432	57407	57416	381	6001
SPFB.Si-3.18	5	20180307	104000	57416	57442	57401	57401	364	6002
SPFB.Si-3.18	5	20180307	104500	57400	57400	57371	57397	650	6003
SPFB.Si-3.18	5	20180307	105000	57390	57406	57389	57393	383	6004
SPFB.Si-3.18	5	20180307	105500	57397	57407	57365	57377	708	6005
SPFB.Si-3.18	5	20180307	110000	57375	57377	57352	57352	193	6006
SPFB.Si-3.18	5	20180307	110500	57359	57413	57359	57411	795	6007
SPFB.Si-3.18	5	20180307	111000	57416	57420	57394	57394	449	6008
SPFB.Si-3.18	5	20180307	111500	57410	57416	57400	57410	490	6009
SPFB.Si-3.18	5	20180307	112000	57418	57418	57381	57381	675	6010
SPFB.Si-3.18	5	20180307	112500	57383	57416	57382	57402	217	6011
SPFB.Si-3.18	5	20180307	113000	57415	57417	57400	57403	386	6012
SPFB.Si-3.18	5	20180307	113500	57415	57417	57393	57400	79	6013
SPFB.Si-3.18	5	20180307	114000	57413	57465	57412	57446	4323	6014
SPFB.Si-3.18	5	20180307	114500	57450	57450	57436	57449	747	6015
SPFB.Si-3.18	5	20180307	115000	57449	57466	57442	57457	306	6016
SPFB.Si-3.18	5	20180307	115500	57466	57485	57457	57476	400	6017
SPFB.Si-3.18	5	20180307	120000	57485	57581	57485	57580	1983	6018
SPFB.Si-3.18	5	20180307	120500	57579	57586	57515	57515	772	6019
SPFB.Si-3.18	5	20180307	121000	57517	57560	57516	57536	461	6020
SPFB.Si-3.18	5	20180307	121500	57545	57566	57533	57550	321	6021
SPFB.Si-3.18	5	20180307	122000	57550	57584	57530	57578	295	6022
SPFB.Si-3.18	5	20180307	122500	57585	57620	57575	57615	593	6023
SPFB.Si-3.18	5	20180307	123000	57610	57639	57609	57637	658	6024
SPFB.Si-3.18	5	20180307	123500	57630	57678	57609	57660	1497	6025
SPFB.Si-3.18	5	20180307	124000	57660	57681	57650	57663	1134	6026
SPFB.Si-3.18	5	20180307	124500	57674	57699	57656	57656	607	6027
SPFB.Si-3.18	5	20180307	125000	57650	57674	57601	57626	1567	6028
SPFB.Si-3.18	5	20180307	125500	57624	57638	57605	57610	979	6029
SPFB.Si-3.18	5	20180307	130000	57611	57641	57611	57640	895	6030
SPFB.Si-3.18	5	20180307	130500	57640	57645	57622	57623	216	6031
SPFB.Si-3.18	5	20180307	131000	57617	57624	57591	57593	155	6032
SPFB.Si-3.18	5	20180307	131500	57602	57615	57555	57563	417	6033
SPFB.Si-3.18	5	20180307	132000	57560	57569	57547	57548	149	6034
SPFB.Si-3.18	5	20180307	132500	57543	57582	57526	57563	618	6035
SPFB.Si-3.18	5	20180307	133000	57572	57580	57564	57565	202	6036
SPFB.Si-3.18	5	20180307	133500	57562	57570	57518	57526	673	6037
SPFB.Si-3.18	5	20180307	134000	57543	57569	57536	57560	116	6038
SPFB.Si-3.18	5	20180307	134500	57560	57562	57498	57504	1712	6039
SPFB.Si-3.18	5	20180307	135000	57506	57514	57466	57475	313	6040
SPFB.Si-3.18	5	20180307	135500	57475	57500	57475	57500	314	6041
SPFB.Si-3.18	5	20180307	140000	57497	57536	57497	57536	702	6042
SPFB.Si-3.18	5	20180307	141000	57550	57573	57540	57561	595	6043
SPFB.Si-3.18	5	20180307	141500	57575	57586	57563	57579	577	6044
SPFB.Si-3.18	5	20180307	142000	57580	57583	57563	57568	142	6045
SPFB.Si-3.18	5	20180307	142500	57570	57595	57570	57591	389	6046
SPFB.Si-3.18	5	20180307	143000	57587	57600	57571	57580	134	6047
SPFB.Si-3.18	5	20180307	143500	57580	57595	57570	57572	339	6048
SPFB.Si-3.18	5	20180307	144000	57565	57588	57555	57572	185	6049
SPFB.Si-3.18	5	20180307	144500	57570	57599	57568	57592	616	6050
SPFB.Si-3.18	5	20180307	145000	57589	57600	57589	57600	104	6051
